"province","areaid","areanameen","total","urban","rural","year"
"Ha Noi","70174","Hai Ba Trung",296512,296512,0,2010
"Ha Noi","70174","Hai Ba Trung",297298,297298,0,2011
"Ha Noi","70174","Hai Ba Trung",298084,298084,0,2012
"Ha Noi","70174","Hai Ba Trung",298870,298870,0,2013
"Ha Noi","70174","Hai Ba Trung",299656,299656,0,2014
"Ha Noi","70174","Hai Ba Trung",300442,300442,0,2015
"Ha Noi","70174","Hai Ba Trung",301228,301228,0,2016
"Ha Noi","70174","Hai Ba Trung",302014,302014,0,2017
"Ha Noi","70174","Hai Ba Trung",302800,302800,0,2018
"Ha Noi","70174","Hai Ba Trung",303586,303586,0,2019
"Ha Noi","70174","Hai Ba Trung",304378,304378,0,2020
"Hai Duong","70175","Kinh Mon",151079.25057431,29676.1478197863,121403.102754524,1998
"Hai Duong","70175","Kinh Mon",151614.231371226,29729.829479022,121884.401892204,1999
"Hai Duong","70175","Kinh Mon",152149.212168142,29783.2374148111,122365.974753331,2000
"Hai Duong","70175","Kinh Mon",152684.192965059,29836.372412137,122847.820552922,2001
"Hai Duong","70175","Kinh Mon",153219.173761975,29889.2352540888,123329.938507886,2002
"Hai Duong","70175","Kinh Mon",153754.154558891,29941.8267218654,123812.327837026,2003
"Hai Duong","70175","Kinh Mon",154289.135355807,29994.1475947798,124294.987761027,2004
"Hai Duong","70175","Kinh Mon",154824.116152723,30046.1986502633,124777.91750246,2005
"Hai Duong","70175","Kinh Mon",155369.837114543,30100.0613741847,125269.775740358,2006
"Hai Duong","70175","Kinh Mon",155915.558076362,30153.6486471609,125761.909429201,2007
"Hai Duong","70175","Kinh Mon",156461.279038181,30206.9612595995,126254.317778581,2008
"Hai Duong","70175","Kinh Mon",157007,30260,126747,2009
"Hai Duong","70175","Kinh Mon",158560,30505,128055,2010
"Hai Duong","70175","Kinh Mon",160114,30751,129363,2011
"Hai Duong","70175","Kinh Mon",161667,30996,130671,2012
"Hai Duong","70175","Kinh Mon",163221,31241,131979,2013
"Hai Duong","70175","Kinh Mon",164774,31486,133287,2014
"Hai Duong","70175","Kinh Mon",166327,31732,134596,2015
"Hai Duong","70175","Kinh Mon",167881,31977,135904,2016
"Hai Duong","70175","Kinh Mon",169434,32222,137212,2017
"Hai Duong","70175","Kinh Mon",170988,32468,138520,2018
"Hai Duong","70175","Kinh Mon",172541,32713,139828,2019
"Hai Duong","70175","Kinh Mon",174138,32964,141174,2020
"Ha Noi","70176","Thanh Xuan",170018.177009187,170018.177009187,0,1998
"Ha Noi","70176","Thanh Xuan",174677.682966475,174677.682966475,0,1999
"Ha Noi","70176","Thanh Xuan",179337.188923762,179337.188923762,0,2000
"Ha Noi","70176","Thanh Xuan",183996.69488105,183996.69488105,0,2001
"Ha Noi","70176","Thanh Xuan",188656.200838338,188656.200838338,0,2002
"Ha Noi","70176","Thanh Xuan",193315.706795626,193315.706795626,0,2003
"Ha Noi","70176","Thanh Xuan",197975.212752913,197975.212752913,0,2004
"Ha Noi","70176","Thanh Xuan",202634.718710201,202634.718710201,0,2005
"Ha Noi","70176","Thanh Xuan",207899.539032651,207899.539032651,0,2006
"Ha Noi","70176","Thanh Xuan",213164.359355101,213164.359355101,0,2007
"Ha Noi","70176","Thanh Xuan",218429.17967755,218429.17967755,0,2008
"Ha Noi","70176","Thanh Xuan",223694,223694,0,2009
"Ha Noi","70176","Thanh Xuan",230677,230677,0,2010
"Ha Noi","70176","Thanh Xuan",237660,237660,0,2011
"Ha Noi","70176","Thanh Xuan",244643,244643,0,2012
"Ha Noi","70176","Thanh Xuan",251626,251626,0,2013
"Ha Noi","70176","Thanh Xuan",258609,258609,0,2014
"Ha Noi","70176","Thanh Xuan",265592,265592,0,2015
"Ha Noi","70176","Thanh Xuan",272575,272575,0,2016
"Ha Noi","70176","Thanh Xuan",279558,279558,0,2017
"Ha Noi","70176","Thanh Xuan",286541,286541,0,2018
"Ha Noi","70176","Thanh Xuan",293524,293524,0,2019
"Ha Noi","70176","Thanh Xuan",301054,301054,0,2020
"Son La","70177","Yen Chau",55425.8724021746,2539.92083193241,52885.9515702422,1998
"Son La","70177","Yen Chau",56586.5611294187,2618.49369506585,53968.0674343529,1999
"Son La","70177","Yen Chau",57747.2498566629,2698.3614592158,55048.8883974471,2000
"Son La","70177","Yen Chau",58907.9385839071,2779.54194663188,56128.3966372752,2001
"Son La","70177","Yen Chau",60068.6273111512,2862.0532044033,57206.5741067479,2002
"Son La","70177","Yen Chau",61229.3160383954,2945.91350715297,58283.4025312424,2003
"Son La","70177","Yen Chau",62390.0047656395,3031.14135976278,59358.8634058767,2004
"Son La","70177","Yen Chau",63550.6934928837,3117.75550013045,60432.9379927532,2005
"Son La","70177","Yen Chau",64851.2701196628,3212.70489019265,61638.5652294701,2006
"Son La","70177","Yen Chau",66151.8467464418,3309.2144278299,62842.6323186119,2007
"Son La","70177","Yen Chau",67452.4233732209,3407.30555899306,64045.1178142279,2008
"Son La","70177","Yen Chau",68753,3507,65246,2009
"Son La","70177","Yen Chau",69807,3598,66210,2010
"Son La","70177","Yen Chau",70861,3688,67173,2011
"Son La","70177","Yen Chau",71916,3779,68136,2012
"Son La","70177","Yen Chau",72970,3870,69100,2013
"Son La","70177","Yen Chau",74024,3960,70063,2014
"Son La","70177","Yen Chau",75078,4051,71027,2015
"Son La","70177","Yen Chau",76132,4142,71990,2016
"Son La","70177","Yen Chau",77187,4233,72954,2017
"Son La","70177","Yen Chau",78241,4323,73917,2018
"Son La","70177","Yen Chau",79295,4414,74881,2019
"Son La","70177","Yen Chau",80393,4511,75882,2020
"Quang Ninh","70178","Van Don",34770.3330312452,6230.36398491957,28539.9690463256,1998
"Quang Ninh","70178","Van Don",35252.4752669304,6358.17769793177,28894.2975689986,1999
"Quang Ninh","70178","Van Don",35734.6175026157,6487.39973142676,29247.2177711889,2000
"Quang Ninh","70178","Van Don",36216.7597383009,6618.04305913539,29598.7166791655,2001
"Quang Ninh","70178","Van Don",36698.9019739862,6750.12076437809,29948.7812096081,2002
"Quang Ninh","70178","Van Don",37181.0442096714,6883.64604094426,30297.3981687272,2003
"Quang Ninh","70178","Van Don",37663.1864453567,7018.63219397848,30644.5542513782,2004
"Quang Ninh","70178","Van Don",38145.328681042,7155.09264087357,30990.2360401684,2005
"Quang Ninh","70178","Van Don",38659.9965107815,7299.18189118111,31360.8146196004,2006
"Quang Ninh","70178","Van Don",39174.664340521,7444.85314619998,31729.811194321,2007
"Quang Ninh","70178","Van Don",39689.3321702605,7592.12095763328,32097.2112126272,2008
"Quang Ninh","70178","Van Don",40204,7741,32463,2009
"Quang Ninh","70178","Van Don",40845,7919,32926,2010
"Quang Ninh","70178","Van Don",41486,8097,33390,2011
"Quang Ninh","70178","Van Don",42128,8275,33853,2012
"Quang Ninh","70178","Van Don",42769,8453,34316,2013
"Quang Ninh","70178","Van Don",43410,8630,34779,2014
"Quang Ninh","70178","Van Don",44051,8808,35243,2015
"Quang Ninh","70178","Van Don",44692,8986,35706,2016
"Quang Ninh","70178","Van Don",45334,9164,36169,2017
"Quang Ninh","70178","Van Don",45975,9342,36633,2018
"Quang Ninh","70178","Van Don",46616,9520,37096,2019
"Quang Ninh","70178","Van Don",47285,9709,37576,2020
"Ha Noi","70179","Quoc Oai",122326.829693653,9544.40757616925,112782.422117484,1998
"Ha Noi","70179","Quoc Oai",125614.069001414,9778.49199621286,115835.577005201,1999
"Ha Noi","70179","Quoc Oai",128901.308309174,10011.4566320583,118889.851677116,2000
"Ha Noi","70179","Quoc Oai",132188.547616935,10243.3053793345,121945.2422376,2001
"Ha Noi","70179","Quoc Oai",135475.786924695,10474.042121713,125001.744802982,2002
"Ha Noi","70179","Quoc Oai",138763.026232456,10703.6707309425,128059.355501513,2003
"Ha Noi","70179","Quoc Oai",142050.265540216,10932.1950668827,131118.070473334,2004
"Ha Noi","70179","Quoc Oai",145337.504847977,11159.6189775386,134177.885870438,2005
"Ha Noi","70179","Quoc Oai",149050.628635983,11418.5727493484,137632.055886634,2006
"Ha Noi","70179","Quoc Oai",152763.752423989,11676.2846300038,141087.467793985,2007
"Ha Noi","70179","Quoc Oai",156476.876211994,11932.7589433612,144544.117268633,2008
"Ha Noi","70179","Quoc Oai",160190,12188,148002,2009
"Ha Noi","70179","Quoc Oai",163612,12418,151194,2010
"Ha Noi","70179","Quoc Oai",167034,12649,154386,2011
"Ha Noi","70179","Quoc Oai",170457,12879,157578,2012
"Ha Noi","70179","Quoc Oai",173879,13109,160770,2013
"Ha Noi","70179","Quoc Oai",177301,13339,163962,2014
"Ha Noi","70179","Quoc Oai",180723,13570,167153,2015
"Ha Noi","70179","Quoc Oai",184145,13800,170345,2016
"Ha Noi","70179","Quoc Oai",187568,14030,173537,2017
"Ha Noi","70179","Quoc Oai",190990,14261,176729,2018
"Ha Noi","70179","Quoc Oai",194412,14491,179921,2019
"Ha Noi","70179","Quoc Oai",198027,14733,183294,2020
"Ha Noi","70180","Hoang Mai",255003.325140876,255003.325140876,0,1998
"Ha Noi","70180","Hoang Mai",261991.887484861,261991.887484861,0,1999
"Ha Noi","70180","Hoang Mai",268980.449828846,268980.449828846,0,2000
"Ha Noi","70180","Hoang Mai",275969.012172831,275969.012172831,0,2001
"Ha Noi","70180","Hoang Mai",282957.574516816,282957.574516816,0,2002
"Ha Noi","70180","Hoang Mai",289946.136860801,289946.136860801,0,2003
"Ha Noi","70180","Hoang Mai",296934.699204786,296934.699204786,0,2004
"Ha Noi","70180","Hoang Mai",303923.261548771,303923.261548771,0,2005
"Ha Noi","70180","Hoang Mai",311819.696161578,311819.696161578,0,2006
"Ha Noi","70180","Hoang Mai",319716.130774386,319716.130774386,0,2007
"Ha Noi","70180","Hoang Mai",327612.565387193,327612.565387193,0,2008
"Ha Noi","70180","Hoang Mai",335509,335509,0,2009
"Ha Noi","70180","Hoang Mai",352593,352593,0,2010
"Ha Noi","70180","Hoang Mai",369677,369677,0,2011
"Ha Noi","70180","Hoang Mai",386760,386760,0,2012
"Ha Noi","70180","Hoang Mai",403844,403844,0,2013
"Ha Noi","70180","Hoang Mai",420928,420928,0,2014
"Ha Noi","70180","Hoang Mai",438012,438012,0,2015
"Ha Noi","70180","Hoang Mai",455096,455096,0,2016
"Ha Noi","70180","Hoang Mai",472179,472179,0,2017
"Ha Noi","70180","Hoang Mai",489263,489263,0,2018
"Ha Noi","70180","Hoang Mai",506347,506347,0,2019
"Ha Noi","70180","Hoang Mai",525409,525409,0,2020
"Quang Ninh","70181","Ha Long",189254.605637036,157816.410196493,31438.1954405426,1998
"Quang Ninh","70181","Ha Long",191878.897755671,161489.236923979,30389.6608316919,1999
"Quang Ninh","70181","Ha Long",194503.189874307,165216.630121497,29286.5597528103,2000
"Quang Ninh","70181","Ha Long",197127.481992943,168999.286149244,28128.1958436983,2001
"Quang Ninh","70181","Ha Long",199751.774111578,172837.909591804,26913.8645197739,2002
"Quang Ninh","70181","Ha Long",202376.066230214,176733.213350807,25642.8528794064,2003
"Quang Ninh","70181","Ha Long",205000.358348849,180685.918738612,24314.4396102378,2004
"Quang Ninh","70181","Ha Long",207624.650467485,184696.755573004,22927.8948944816,2005
"Quang Ninh","70181","Ha Long",210425.987850614,188925.417689446,21500.5701611677,2006
"Quang Ninh","70181","Ha Long",213227.325233743,193216.646259695,20010.6789740478,2007
"Quang Ninh","70181","Ha Long",216028.662616871,197571.23824274,18457.4243741311,2008
"Quang Ninh","70181","Ha Long",218830,201990,16840,2009
"Quang Ninh","70181","Ha Long",223952,208796,15156,2010
"Quang Ninh","70181","Ha Long",229075,215603,13472,2011
"Quang Ninh","70181","Ha Long",234197,222409,11788,2012
"Quang Ninh","70181","Ha Long",239320,229216,10104,2013
"Quang Ninh","70181","Ha Long",244442,236022,8420,2014
"Quang Ninh","70181","Ha Long",249564,242828,6736,2015
"Quang Ninh","70181","Ha Long",254687,249635,5052,2016
"Quang Ninh","70181","Ha Long",259809,256441,3368,2017
"Quang Ninh","70181","Ha Long",264932,263248,1684,2018
"Quang Ninh","70181","Ha Long",270054,270054,0,2019
"Quang Ninh","70181","Ha Long",275490,275490,0,2020
"Hung Yen","70182","Van Lam",105977.991409296,16565.3100395822,89412.681369714,1998
"Hung Yen","70182","Van Lam",106605.152603784,16655.8088685252,89949.3437352591,1999
"Hung Yen","70182","Van Lam",107232.313798273,16746.2224991394,90486.0912991331,2000
"Hung Yen","70182","Van Lam",107859.474992761,16836.5509899564,91022.9240028044,2001
"Hung Yen","70182","Van Lam",108486.636187249,16926.7943994718,91559.8417877771,2002
"Hung Yen","70182","Van Lam",109113.797381737,17016.9527861462,92096.8445955909,2003
"Hung Yen","70182","Van Lam",109740.958576225,17107.0262084044,92633.9323678209,2004
"Hung Yen","70182","Van Lam",110368.119770713,17197.0147246359,93171.1050460776,2005
"Hung Yen","70182","Van Lam",111017.589828035,17290.3928786675,93727.1969493677,2006
"Hung Yen","70182","Van Lam",111667.059885357,17383.6831023028,94283.376783054,2007
"Hung Yen","70182","Van Lam",112316.529942678,17476.8854559549,94839.6444867235,2008
"Hung Yen","70182","Van Lam",112966,17570,95396,2009
"Hung Yen","70182","Van Lam",114972,17873,97099,2010
"Hung Yen","70182","Van Lam",116978,18177,98801,2011
"Hung Yen","70182","Van Lam",118984,18480,100504,2012
"Hung Yen","70182","Van Lam",120990,18784,102207,2013
"Hung Yen","70182","Van Lam",122997,19087,103910,2014
"Hung Yen","70182","Van Lam",125003,19390,105612,2015
"Hung Yen","70182","Van Lam",127009,19694,107315,2016
"Hung Yen","70182","Van Lam",129015,19997,109018,2017
"Hung Yen","70182","Van Lam",131021,20301,110720,2018
"Hung Yen","70182","Van Lam",133027,20604,112423,2019
"Hung Yen","70182","Van Lam",135129,20922,114207,2020
"Ha Noi","70183","Ha Dong",177194.546909569,42073.60518875,135120.941720819,1998
"Ha Noi","70183","Ha Dong",182050.72956884,46884.8430728307,135165.886496009,1999
"Ha Noi","70183","Ha Dong",186906.912228111,52209.0840551827,134697.828172928,2000
"Ha Noi","70183","Ha Dong",191763.094887382,58098.6993155517,133664.395571831,2001
"Ha Noi","70183","Ha Dong",196619.277546653,64611.2500876044,132008.027459049,2002
"Ha Noi","70183","Ha Dong",201475.460205925,71809.991029085,129665.46917684,2003
"Ha Noi","70183","Ha Dong",206331.642865196,79764.421619705,126567.221245491,2004
"Ha Noi","70183","Ha Dong",211187.825524467,88550.8901106603,122636.935413807,2005
"Ha Noi","70183","Ha Dong",216674.86914335,98540.1601405637,118134.709002787,2006
"Ha Noi","70183","Ha Dong",222161.912762233,109585.979794023,112575.93296821,2007
"Ha Noi","70183","Ha Dong",227648.956381117,121795.634145938,105853.322235179,2008
"Ha Noi","70183","Ha Dong",233136,135287,97849,2009
"Ha Noi","70183","Ha Dong",249608,161544,88064,2010
"Ha Noi","70183","Ha Dong",266080,187800,78279,2011
"Ha Noi","70183","Ha Dong",282551,214057,68494,2012
"Ha Noi","70183","Ha Dong",299023,240314,58709,2013
"Ha Noi","70183","Ha Dong",315495,266571,48924,2014
"Ha Noi","70183","Ha Dong",331967,292827,39140,2015
"Ha Noi","70183","Ha Dong",348439,319084,29355,2016
"Ha Noi","70183","Ha Dong",364910,345341,19570,2017
"Ha Noi","70183","Ha Dong",381382,371597,9785,2018
"Ha Noi","70183","Ha Dong",397854,397854,0,2019
"Ha Noi","70183","Ha Dong",416747,416747,0,2020
"Hai Duong","70184","Cam Giang",122528.87930229,17825.8001243495,104703.07917794,1998
"Hai Duong","70184","Cam Giang",122949.500302348,17663.8722184972,105285.62808385,1999
"Hai Duong","70184","Cam Giang",123370.121302406,17503.2103934726,105866.910908933,2000
"Hai Duong","70184","Cam Giang",123790.742302464,17343.8082590581,106446.934043406,2001
"Hai Duong","70184","Cam Giang",124211.363302522,17185.6593874581,107025.703915064,2002
"Hai Duong","70184","Cam Giang",124631.98430258,17028.7573152303,107603.22698735,2003
"Hai Duong","70184","Cam Giang",125052.605302639,16873.0955451754,108179.509757463,2004
"Hai Duong","70184","Cam Giang",125473.226302697,16718.6675481849,108754.558754512,2005
"Hai Duong","70184","Cam Giang",125901.419727023,16566.4631659463,109334.956561076,2006
"Hai Duong","70184","Cam Giang",126329.613151348,16415.4545519703,109914.158599378,2007
"Hai Duong","70184","Cam Giang",126757.806575674,16265.6355572191,110492.171018455,2008
"Hai Duong","70184","Cam Giang",127186,16117,111069,2009
"Hai Duong","70184","Cam Giang",129248,16168,113080,2010
"Hai Duong","70184","Cam Giang",131311,16220,115091,2011
"Hai Duong","70184","Cam Giang",133373,16271,117102,2012
"Hai Duong","70184","Cam Giang",135436,16322,119113,2013
"Hai Duong","70184","Cam Giang",137498,16373,121124,2014
"Hai Duong","70184","Cam Giang",139560,16425,123136,2015
"Hai Duong","70184","Cam Giang",141623,16476,125147,2016
"Hai Duong","70184","Cam Giang",143685,16527,127158,2017
"Hai Duong","70184","Cam Giang",145748,16579,129169,2018
"Hai Duong","70184","Cam Giang",147810,16630,131180,2019
"Hai Duong","70184","Cam Giang",149963,16682,133281,2020
"Hai Phong","70185","Thuy Nguyen",273181.141269594,14901.6096937724,258279.531575821,1998
"Hai Phong","70185","Thuy Nguyen",275853.73361887,14982.9609169862,260870.772701884,1999
"Hai Phong","70185","Thuy Nguyen",278526.325968146,15063.3421882898,263462.983779857,2000
"Hai Phong","70185","Thuy Nguyen",281198.918317423,15142.7603228676,266056.157994555,2001
"Hai Phong","70185","Thuy Nguyen",283871.510666699,15221.222095323,268650.288571376,2002
"Hai Phong","70185","Thuy Nguyen",286544.103015975,15298.7342399006,271245.368776074,2003
"Hai Phong","70185","Thuy Nguyen",289216.695365251,15375.3034507078,273841.391914544,2004
"Hai Phong","70185","Thuy Nguyen",291889.287714528,15450.9363819349,276438.351332593,2005
"Hai Phong","70185","Thuy Nguyen",294690.465785896,15532.4170884707,279158.048697425,2006
"Hai Phong","70185","Thuy Nguyen",297491.643857264,15612.9166614747,281878.727195789,2007
"Hai Phong","70185","Thuy Nguyen",300292.821928632,15692.4420095191,284600.379919113,2008
"Hai Phong","70185","Thuy Nguyen",303094,15771,287323,2009
"Hai Phong","70185","Thuy Nguyen",306166,15861,290305,2010
"Hai Phong","70185","Thuy Nguyen",309237,15951,293286,2011
"Hai Phong","70185","Thuy Nguyen",312309,16041,296268,2012
"Hai Phong","70185","Thuy Nguyen",315380,16131,299249,2013
"Hai Phong","70185","Thuy Nguyen",318452,16221,302231,2014
"Hai Phong","70185","Thuy Nguyen",321524,16311,305213,2015
"Hai Phong","70185","Thuy Nguyen",324595,16401,308194,2016
"Hai Phong","70185","Thuy Nguyen",327667,16491,311176,2017
"Hai Phong","70185","Thuy Nguyen",330738,16581,314157,2018
"Hai Phong","70185","Thuy Nguyen",333810,16671,317139,2019
"Hai Phong","70185","Thuy Nguyen",336969,16762,320207,2020
"Ha Noi","70186","Thanh Tri",151067.919311473,14038.1843357415,137029.734975731,1998
"Ha Noi","70186","Thanh Tri",155203.341346249,14115.8743787153,141087.466967534,1999
"Ha Noi","70186","Thanh Tri",159338.763381025,14183.9171203186,145154.846260707,2000
"Ha Noi","70186","Thanh Tri",163474.185415802,14242.687624115,149231.497791687,2001
"Ha Noi","70186","Thanh Tri",167609.607450578,14292.5493669521,153317.058083626,2002
"Ha Noi","70186","Thanh Tri",171745.029485355,14333.8545620937,157411.174923261,2003
"Ha Noi","70186","Thanh Tri",175880.451520131,14366.9444738489,161513.507046282,2004
"Ha Noi","70186","Thanh Tri",180015.873554908,14392.1497239154,165623.723830992,2005
"Ha Noi","70186","Thanh Tri",184688.405166181,14451.8192731594,170236.585893021,2006
"Ha Noi","70186","Thanh Tri",189360.936777454,14502.447731966,174858.489045488,2007
"Ha Noi","70186","Thanh Tri",194033.468388727,14544.3925335403,179489.075855187,2008
"Ha Noi","70186","Thanh Tri",198706,14578,184128,2009
"Ha Noi","70186","Thanh Tri",206410,14796,191614,2010
"Ha Noi","70186","Thanh Tri",214114,15015,199099,2011
"Ha Noi","70186","Thanh Tri",221818,15233,206584,2012
"Ha Noi","70186","Thanh Tri",229522,15452,214070,2013
"Ha Noi","70186","Thanh Tri",237225,15670,221555,2014
"Ha Noi","70186","Thanh Tri",244929,15888,229041,2015
"Ha Noi","70186","Thanh Tri",252633,16107,236526,2016
"Ha Noi","70186","Thanh Tri",260337,16325,244012,2017
"Ha Noi","70186","Thanh Tri",268041,16544,251497,2018
"Ha Noi","70186","Thanh Tri",275745,16762,258983,2019
"Ha Noi","70186","Thanh Tri",284169,16989,267180,2020
"Hai Duong","70187","Hai Duong",205604.928363991,143678.731258214,61926.1971057771,1998
"Hai Duong","70187","Hai Duong",206281.907574275,145930.519963554,60351.3876107207,1999
"Hai Duong","70187","Hai Duong",206958.886784558,148216.003223159,58742.8835613994,2000
"Hai Duong","70187","Hai Duong",207635.865994842,150535.66971596,57100.1962788815,2001
"Hai Duong","70187","Hai Duong",208312.845205125,152890.015050502,55422.8301546235,2002
"Hai Duong","70187","Hai Duong",208989.824415409,155279.541861546,53710.2825538629,2003
"Hai Duong","70187","Hai Duong",209666.803625692,157704.759908011,51962.0437176813,2004
"Hai Duong","70187","Hai Duong",210343.782835976,160166.186172255,50177.5966637212,2005
"Hai Duong","70187","Hai Duong",211031.837126982,162672.882133718,48358.9549932645,2006
"Hai Duong","70187","Hai Duong",211719.891417988,165217.053034675,46502.8383833127,2007
"Hai Duong","70187","Hai Duong",212407.945708994,167799.242036717,44608.7036722773,2008
"Hai Duong","70187","Hai Duong",213096,170420,42676,2009
"Hai Duong","70187","Hai Duong",215924,174937,40986,2010
"Hai Duong","70187","Hai Duong",218751,179455,39297,2011
"Hai Duong","70187","Hai Duong",221579,183972,37607,2012
"Hai Duong","70187","Hai Duong",224407,188489,35918,2013
"Hai Duong","70187","Hai Duong",227235,193006,34228,2014
"Hai Duong","70187","Hai Duong",230062,197524,32538,2015
"Hai Duong","70187","Hai Duong",232890,202041,30849,2016
"Hai Duong","70187","Hai Duong",235718,206558,29159,2017
"Hai Duong","70187","Hai Duong",238545,211076,27470,2018
"Hai Duong","70187","Hai Duong",241373,215593,25780,2019
"Hai Duong","70187","Hai Duong",244304,220418,23886,2020
"Hoa Binh","70188","Da Bac",52686.6118952143,4156.00114737754,48530.6107478368,1998
"Hoa Binh","70188","Da Bac",52708.067849093,4200.28475018504,48507.783098908,1999
"Hoa Binh","70188","Da Bac",52729.5238029717,4245.03950637681,48484.4842965949,2000
"Hoa Binh","70188","Da Bac",52750.9797568504,4290.27042184024,48460.7093350102,2001
"Hoa Binh","70188","Da Bac",52772.4357107291,4335.98255558067,48436.4531551485,2002
"Hoa Binh","70188","Da Bac",52793.8916646078,4382.18102028439,48411.7106443235,2003
"Hoa Binh","70188","Da Bac",52815.3476184865,4428.87098288756,48386.476635599,2004
"Hoa Binh","70188","Da Bac",52836.8035723652,4476.05766515114,48360.7459072141,2005
"Hoa Binh","70188","Da Bac",52909.6026792739,4528.14042385986,48381.4622554141,2006
"Hoa Binh","70188","Da Bac",52982.4017861826,4580.82053784718,48401.5812483354,2007
"Hoa Binh","70188","Da Bac",53055.2008930913,4634.10478017862,48421.0961129127,2008
"Hoa Binh","70188","Da Bac",53128,4688,48440,2009
"Hoa Binh","70188","Da Bac",53315,4754,48562,2010
"Hoa Binh","70188","Da Bac",53503,4820,48683,2011
"Hoa Binh","70188","Da Bac",53690,4886,48805,2012
"Hoa Binh","70188","Da Bac",53878,4952,48926,2013
"Hoa Binh","70188","Da Bac",54065,5017,49048,2014
"Hoa Binh","70188","Da Bac",54252,5083,49169,2015
"Hoa Binh","70188","Da Bac",54440,5149,49291,2016
"Hoa Binh","70188","Da Bac",54627,5215,49412,2017
"Hoa Binh","70188","Da Bac",54815,5281,49534,2018
"Hoa Binh","70188","Da Bac",55002,5347,49655,2019
"Hoa Binh","70188","Da Bac",55191,5416,49775,2020
"Hung Yen","70189","Van Giang",92660.767818318,9865.03539440797,82795.7324239101,1998
"Hung Yen","70189","Van Giang",93240.4451182902,9864.9670657195,83375.4780525707,1999
"Hung Yen","70189","Van Giang",93820.1224182624,9864.5174465142,83955.6049717482,2000
"Hung Yen","70189","Van Giang",94399.7997182345,9863.69128566613,84536.1084325684,2001
"Hung Yen","70189","Van Giang",94979.4770182067,9862.49328770637,85116.9837305003,2002
"Hung Yen","70189","Van Giang",95559.1543181789,9860.928113191,85698.2262049879,2003
"Hung Yen","70189","Van Giang",96138.831618151,9859.00037906626,86279.8312390848,2004
"Hung Yen","70189","Van Giang",96718.5089181232,9856.71465903088,86861.7942590923,2005
"Hung Yen","70189","Van Giang",97323.1316885924,9856.60188812581,87466.5298004666,2006
"Hung Yen","70189","Van Giang",97927.7544590616,9856.10870223126,88071.6457568303,2007
"Hung Yen","70189","Van Giang",98532.3772295308,9855.23984104447,88677.1373884863,2008
"Hung Yen","70189","Van Giang",99137,9854,89283,2009
"Hung Yen","70189","Van Giang",101303,10003,91300,2010
"Hung Yen","70189","Van Giang",103469,10153,93317,2011
"Hung Yen","70189","Van Giang",105636,10302,95334,2012
"Hung Yen","70189","Van Giang",107802,10451,97351,2013
"Hung Yen","70189","Van Giang",109968,10600,99367,2014
"Hung Yen","70189","Van Giang",112134,10750,101384,2015
"Hung Yen","70189","Van Giang",114300,10899,103401,2016
"Hung Yen","70189","Van Giang",116467,11048,105418,2017
"Hung Yen","70189","Van Giang",118633,11198,107435,2018
"Hung Yen","70189","Van Giang",120799,11347,109452,2019
"Hung Yen","70189","Van Giang",123090,11503,111587,2020
"Hai Duong","70190","Kim Thanh",117841.087993724,5110.40300127252,112730.684992451,1998
"Hai Duong","70190","Kim Thanh",118259.961139874,5141.59718176521,113118.363958109,1999
"Hai Duong","70190","Kim Thanh",118678.834286024,5172.9168753665,113505.917410657,2000
"Hai Duong","70190","Kim Thanh",119097.707432174,5204.36251847369,113893.3449137,2001
"Hai Duong","70190","Kim Thanh",119516.580578324,5235.93454889128,114280.646029433,2002
"Hai Duong","70190","Kim Thanh",119935.453724474,5267.63340583538,114667.820318638,2003
"Hai Duong","70190","Kim Thanh",120354.326870624,5299.45952993802,115054.867340686,2004
"Hai Duong","70190","Kim Thanh",120773.200016774,5331.41336325153,115441.786653522,2005
"Hai Duong","70190","Kim Thanh",121200.40001258,5363.86386361394,115836.536148966,2006
"Hai Duong","70190","Kim Thanh",121627.600008387,5396.44483396608,116231.155174421,2007
"Hai Duong","70190","Kim Thanh",122054.800004193,5429.15672778256,116625.643276411,2008
"Hai Duong","70190","Kim Thanh",122482,5462,117020,2009
"Hai Duong","70190","Kim Thanh",123849,5537,118311,2010
"Hai Duong","70190","Kim Thanh",125216,5613,119603,2011
"Hai Duong","70190","Kim Thanh",126582,5688,120894,2012
"Hai Duong","70190","Kim Thanh",127949,5764,122186,2013
"Hai Duong","70190","Kim Thanh",129316,5839,123477,2014
"Hai Duong","70190","Kim Thanh",130683,5914,124768,2015
"Hai Duong","70190","Kim Thanh",132050,5990,126060,2016
"Hai Duong","70190","Kim Thanh",133416,6065,127351,2017
"Hai Duong","70190","Kim Thanh",134783,6141,128643,2018
"Hai Duong","70190","Kim Thanh",136150,6216,129934,2019
"Hai Duong","70190","Kim Thanh",137560,6294,131266,2020
"Hung Yen","70191","My Hao",88058.6877091529,12585.0877149784,75473.5999941745,1998
"Hung Yen","70191","My Hao",88537.2046713221,12576.9199176491,75960.284753673,1999
"Hung Yen","70191","My Hao",89015.7216334913,12568.3902781393,76447.331355352,2000
"Hung Yen","70191","My Hao",89494.2385956605,12559.5034738636,76934.7351217968,2001
"Hung Yen","70191","My Hao",89972.7555578297,12550.2641388833,77422.4914189463,2002
"Hung Yen","70191","My Hao",90451.2725199989,12540.6768642598,77910.5956557391,2003
