"province","areaid","areanameen","total","urban","rural","year"
"Thanh Hoa","70284","Hau Loc",167685.936018392,2885.30535923278,164800.630659159,2003
"Thanh Hoa","70284","Hau Loc",167359.844934717,2964.01060412715,164395.83433059,2004
"Thanh Hoa","70284","Hau Loc",167033.753851043,3044.85120795683,163988.902643086,2005
"Thanh Hoa","70284","Hau Loc",166710.815388282,3127.94389369698,163582.871494585,2006
"Thanh Hoa","70284","Hau Loc",166387.876925521,3213.29208557076,163174.584839951,2007
"Thanh Hoa","70284","Hau Loc",166064.938462761,3300.95662928775,162763.981833473,2008
"Thanh Hoa","70284","Hau Loc",165742,3391,162351,2009
"Thanh Hoa","70284","Hau Loc",166810,3519,163290,2010
"Thanh Hoa","70284","Hau Loc",167877,3648,164230,2011
"Thanh Hoa","70284","Hau Loc",168945,3776,165169,2012
"Thanh Hoa","70284","Hau Loc",170012,3904,166108,2013
"Thanh Hoa","70284","Hau Loc",171080,4033,167048,2014
"Thanh Hoa","70284","Hau Loc",172148,4161,167987,2015
"Thanh Hoa","70284","Hau Loc",173215,4289,168926,2016
"Thanh Hoa","70284","Hau Loc",174283,4417,169865,2017
"Thanh Hoa","70284","Hau Loc",175350,4546,170805,2018
"Thanh Hoa","70284","Hau Loc",176418,4674,171744,2019
"Thanh Hoa","70284","Hau Loc",177505,4814,172691,2020
"Thanh Hoa","70285","Tho Xuan",217445.42618957,24551.9255392084,192893.500650361,1998
"Thanh Hoa","70285","Tho Xuan",217026.642074068,24161.04809042,192865.593983649,1999
"Thanh Hoa","70285","Tho Xuan",216607.857958567,23776.3050504637,192831.552908104,2000
"Thanh Hoa","70285","Tho Xuan",216189.073843066,23397.6012395598,192791.472603507,2001
"Thanh Hoa","70285","Tho Xuan",215770.289727565,23024.8429410155,192745.44678655,2002
"Thanh Hoa","70285","Tho Xuan",215351.505612064,22657.9378789084,192693.567733156,2003
"Thanh Hoa","70285","Tho Xuan",214932.721496563,22296.7951961075,192635.926300456,2004
"Thanh Hoa","70285","Tho Xuan",214513.937381062,21941.3254326279,192572.611948434,2005
"Thanh Hoa","70285","Tho Xuan",214099.203035797,21591.8489225882,192507.354113209,2006
"Thanh Hoa","70285","Tho Xuan",213684.468690531,21247.8590651048,192436.609625426,2007
"Thanh Hoa","70285","Tho Xuan",213269.734345266,20909.2707059029,192360.463639363,2008
"Thanh Hoa","70285","Tho Xuan",212855,20576,192279,2009
"Thanh Hoa","70285","Tho Xuan",211169,20140,191030,2010
"Thanh Hoa","70285","Tho Xuan",209484,19703,189781,2011
"Thanh Hoa","70285","Tho Xuan",207798,19266,188531,2012
"Thanh Hoa","70285","Tho Xuan",206112,18830,187282,2013
"Thanh Hoa","70285","Tho Xuan",204426,18394,186033,2014
"Thanh Hoa","70285","Tho Xuan",202741,17957,184784,2015
"Thanh Hoa","70285","Tho Xuan",201055,17520,183535,2016
"Thanh Hoa","70285","Tho Xuan",199369,17084,182285,2017
"Thanh Hoa","70285","Tho Xuan",197684,16648,181036,2018
"Thanh Hoa","70285","Tho Xuan",195998,16211,179787,2019
"Thanh Hoa","70285","Tho Xuan",194355,15807,178548,2020
"Thanh Hoa","70286","Thuong Xuan",84996.8470112922,4146.38481640659,80850.4621948857,1998
"Thanh Hoa","70286","Thuong Xuan",84834.5502488553,4201.89904609807,80632.6512027572,1999
"Thanh Hoa","70286","Thuong Xuan",84672.2534864184,4258.14094822239,80414.112538196,2000
"Thanh Hoa","70286","Thuong Xuan",84509.9567239815,4315.11978754474,80194.8369364367,2001
"Thanh Hoa","70286","Thuong Xuan",84347.6599615445,4372.84494188873,79974.8150196558,2002
"Thanh Hoa","70286","Thuong Xuan",84185.3631991076,4431.32590342561,79754.037295682,2003
"Thanh Hoa","70286","Thuong Xuan",84023.0664366707,4490.57227997644,79532.4941566942,2004
"Thanh Hoa","70286","Thuong Xuan",83860.7696742337,4550.59379632737,79310.1758779064,2005
"Thanh Hoa","70286","Thuong Xuan",83700.0772556753,4611.48868751521,79088.5885681601,2006
"Thanh Hoa","70286","Thuong Xuan",83539.3848371169,4673.18123391701,78866.2036031999,2007
"Thanh Hoa","70286","Thuong Xuan",83378.6924185584,4735.68158153427,78643.0108370242,2008
"Thanh Hoa","70286","Thuong Xuan",83218,4799,78419,2009
"Thanh Hoa","70286","Thuong Xuan",83809,4911,78899,2010
"Thanh Hoa","70286","Thuong Xuan",84401,5022,79378,2011
"Thanh Hoa","70286","Thuong Xuan",84992,5134,79858,2012
"Thanh Hoa","70286","Thuong Xuan",85583,5245,80338,2013
"Thanh Hoa","70286","Thuong Xuan",86175,5357,80818,2014
"Thanh Hoa","70286","Thuong Xuan",86766,5469,81297,2015
"Thanh Hoa","70286","Thuong Xuan",87357,5580,81777,2016
"Thanh Hoa","70286","Thuong Xuan",87948,5692,82257,2017
"Thanh Hoa","70286","Thuong Xuan",88540,5803,82736,2018
"Thanh Hoa","70286","Thuong Xuan",89131,5915,83216,2019
"Thanh Hoa","70286","Thuong Xuan",89734,6033,83701,2020
"Thanh Hoa","70287","Thieu Hoa",180796.749448659,5639.89592057599,175156.853528083,1998
"Thanh Hoa","70287","Thieu Hoa",180448.548178945,5785.91003379946,174662.638145145,1999
"Thanh Hoa","70287","Thieu Hoa",180100.346909231,5935.68227840119,174164.66463083,2000
"Thanh Hoa","70287","Thieu Hoa",179752.145639517,6089.30871863138,173662.836920885,2001
"Thanh Hoa","70287","Thieu Hoa",179403.944369803,6246.88785429774,173157.056515505,2002
"Thanh Hoa","70287","Thieu Hoa",179055.743100089,6408.52068190726,172647.222418182,2003
"Thanh Hoa","70287","Thieu Hoa",178707.541830375,6574.3107573242,172133.231073051,2004
"Thanh Hoa","70287","Thieu Hoa",178359.340560661,6744.36425998145,171614.976300679,2005
"Thanh Hoa","70287","Thieu Hoa",178014.505420496,6918.92089062844,171095.584529867,2006
"Thanh Hoa","70287","Thieu Hoa",177669.67028033,7097.96873526603,170571.701545064,2007
"Thanh Hoa","70287","Thieu Hoa",177324.835140165,7281.62255025433,170043.212589911,2008
"Thanh Hoa","70287","Thieu Hoa",176980,7470,169510,2009
"Thanh Hoa","70287","Thieu Hoa",175355,7610,167745,2010
"Thanh Hoa","70287","Thieu Hoa",173730,7751,165980,2011
"Thanh Hoa","70287","Thieu Hoa",172106,7891,164214,2012
"Thanh Hoa","70287","Thieu Hoa",170481,8032,162449,2013
"Thanh Hoa","70287","Thieu Hoa",168856,8172,160684,2014
"Thanh Hoa","70287","Thieu Hoa",167231,8312,158919,2015
"Thanh Hoa","70287","Thieu Hoa",165606,8453,157154,2016
"Thanh Hoa","70287","Thieu Hoa",163982,8593,155388,2017
"Thanh Hoa","70287","Thieu Hoa",162357,8734,153623,2018
"Thanh Hoa","70287","Thieu Hoa",160732,8874,151858,2019
"Thanh Hoa","70287","Thieu Hoa",159155,9021,150134,2020
"Thanh Hoa","70288","Hoang Hoa",251944.729582426,13380.946104066,238563.78347836,1998
"Thanh Hoa","70288","Hoang Hoa",251459.50206561,12849.7871799676,238609.714885642,1999
"Thanh Hoa","70288","Hoang Hoa",250974.274548794,12339.6667521317,238634.607796662,2000
"Thanh Hoa","70288","Hoang Hoa",250489.047031978,11849.7531713674,238639.293860611,2001
"Thanh Hoa","70288","Hoang Hoa",250003.819515163,11379.2476035464,238624.571911616,2002
"Thanh Hoa","70288","Hoang Hoa",249518.591998347,10927.3827369632,238591.209261384,2003
"Thanh Hoa","70288","Hoang Hoa",249033.364481531,10493.4215405355,238539.942940996,2004
"Thanh Hoa","70288","Hoang Hoa",248548.136964715,10076.6560708491,238471.480893866,2005
"Thanh Hoa","70288","Hoang Hoa",248067.602723536,9676.5894008241,238391.013322712,2006
"Thanh Hoa","70288","Hoang Hoa",247587.068482358,9292.37143880544,238294.697043552,2007
"Thanh Hoa","70288","Hoang Hoa",247106.534241179,8923.37559326098,238183.158647918,2008
"Thanh Hoa","70288","Hoang Hoa",246626,8569,238057,2009
"Thanh Hoa","70288","Hoang Hoa",245268,8222,237045,2010
"Thanh Hoa","70288","Hoang Hoa",243909,7876,236034,2011
"Thanh Hoa","70288","Hoang Hoa",242551,7529,235022,2012
"Thanh Hoa","70288","Hoang Hoa",241193,7182,234011,2013
"Thanh Hoa","70288","Hoang Hoa",239835,6836,232999,2014
"Thanh Hoa","70288","Hoang Hoa",238476,6489,231987,2015
"Thanh Hoa","70288","Hoang Hoa",237118,6142,230976,2016
"Thanh Hoa","70288","Hoang Hoa",235760,5795,229964,2017
"Thanh Hoa","70288","Hoang Hoa",234401,5449,228953,2018
"Thanh Hoa","70288","Hoang Hoa",233043,5102,227941,2019
"Thanh Hoa","70288","Hoang Hoa",231708,4812,226896,2020
"Thanh Hoa","70289","Thanh Hoa",212177.223957129,156708.425633047,55468.7983240814,1998
"Thanh Hoa","70289","Thanh Hoa",211768.585117321,155855.586742067,55912.9983752546,1999
"Thanh Hoa","70289","Thanh Hoa",211359.946277514,155006.811996046,56353.1342814674,2000
"Thanh Hoa","70289","Thanh Hoa",210951.307437706,154162.083343938,56789.2240937678,2001
"Thanh Hoa","70289","Thanh Hoa",210542.668597899,153321.382811441,57221.2857864582,2002
"Thanh Hoa","70289","Thanh Hoa",210134.029758091,152484.69250068,57649.3372574117,2003
"Thanh Hoa","70289","Thanh Hoa",209725.390918284,151651.994589896,58073.3963283876,2004
"Thanh Hoa","70289","Thanh Hoa",209316.752078476,150823.271333131,58493.4807453459,2005
"Thanh Hoa","70289","Thanh Hoa",208912.064058857,150001.341795701,58910.7222631563,2006
"Thanh Hoa","70289","Thanh Hoa",208507.376039238,149183.331658563,59324.044380675,2007
"Thanh Hoa","70289","Thanh Hoa",208102.688019619,148369.223506912,59733.4645127075,2008
"Thanh Hoa","70289","Thanh Hoa",207698,147559,60139,2009
"Thanh Hoa","70289","Thanh Hoa",222919,157704,65215,2010
"Thanh Hoa","70289","Thanh Hoa",238140,167850,70291,2011
"Thanh Hoa","70289","Thanh Hoa",253362,177995,75367,2012
"Thanh Hoa","70289","Thanh Hoa",268583,188140,80443,2013
"Thanh Hoa","70289","Thanh Hoa",283804,198285,85519,2014
"Thanh Hoa","70289","Thanh Hoa",299025,208431,90594,2015
"Thanh Hoa","70289","Thanh Hoa",314246,218576,95670,2016
"Thanh Hoa","70289","Thanh Hoa",329468,228721,100746,2017
"Thanh Hoa","70289","Thanh Hoa",344689,238867,105822,2018
"Thanh Hoa","70289","Thanh Hoa",359910,249012,110898,2019
"Thanh Hoa","70289","Thanh Hoa",377425,260620,116805,2020
"Thanh Hoa","70290","Trieu Son",199783.567938389,6064.67425257327,193718.893685816,1998
"Thanh Hoa","70290","Trieu Son",199398.799892442,6097.3409420328,193301.458950409,1999
"Thanh Hoa","70290","Trieu Son",199014.031846495,6130.16076114055,192883.871085354,2000
"Thanh Hoa","70290","Trieu Son",198629.263800548,6163.13420024902,192466.129600299,2001
"Thanh Hoa","70290","Trieu Son",198244.495754601,6196.26174867631,192048.234005924,2002
"Thanh Hoa","70290","Trieu Son",197859.727708653,6229.54389466465,191630.183813989,2003
"Thanh Hoa","70290","Trieu Son",197474.959662706,6262.98112533837,191211.978537368,2004
"Thanh Hoa","70290","Trieu Son",197090.191616759,6296.57392666128,190793.617690098,2005
"Thanh Hoa","70290","Trieu Son",196709.143712569,6330.44250402811,190378.701208541,2006
"Thanh Hoa","70290","Trieu Son",196328.09580838,6364.46937456508,189963.626433814,2007
"Thanh Hoa","70290","Trieu Son",195947.04790419,6398.65503977189,189548.392864418,2008
"Thanh Hoa","70290","Trieu Son",195566,6433,189133,2009
"Thanh Hoa","70290","Trieu Son",196248,6504,189744,2010
"Thanh Hoa","70290","Trieu Son",196930,6574,190356,2011
"Thanh Hoa","70290","Trieu Son",197612,6645,190967,2012
"Thanh Hoa","70290","Trieu Son",198294,6716,191578,2013
"Thanh Hoa","70290","Trieu Son",198976,6786,192190,2014
"Thanh Hoa","70290","Trieu Son",199658,6857,192801,2015
"Thanh Hoa","70290","Trieu Son",200340,6928,193412,2016
"Thanh Hoa","70290","Trieu Son",201022,6999,194023,2017
"Thanh Hoa","70290","Trieu Son",201704,7069,194635,2018
"Thanh Hoa","70290","Trieu Son",202386,7140,195246,2019
"Thanh Hoa","70290","Trieu Son",203075,7213,195862,2020
"Thanh Hoa","70291","Dong Son",104999.617813762,6850.84777640145,98148.7700373605,1998
"Thanh Hoa","70291","Dong Son",104797.396938774,7037.17576574141,97760.2211730322,1999
"Thanh Hoa","70291","Dong Son",104595.176063785,7228.54455095332,97366.631512832,2000
"Thanh Hoa","70291","Dong Son",104392.955188797,7425.08965980855,96967.8655289884,2001
"Thanh Hoa","70291","Dong Son",104190.734313809,7626.95023738254,96563.7840764261,2002
"Thanh Hoa","70291","Dong Son",103988.51343882,7834.26914176254,96154.2442970577,2003
"Thanh Hoa","70291","Dong Son",103786.292563832,8047.19304226087,95739.099521571,2004
"Thanh Hoa","70291","Dong Son",103584.071688844,8265.87252019835,95318.1991686452,2005
"Thanh Hoa","70291","Dong Son",103383.803766633,8490.62256287204,94893.1812037606,2006
"Thanh Hoa","70291","Dong Son",103183.535844422,8721.45085840288,94462.0849860189,2007
"Thanh Hoa","70291","Dong Son",102983.267922211,8958.52076524754,94024.7471569633,2008
"Thanh Hoa","70291","Dong Son",102783,9202,93581,2009
"Thanh Hoa","70291","Dong Son",100197,9223,90974,2010
"Thanh Hoa","70291","Dong Son",97611,9244,88367,2011
"Thanh Hoa","70291","Dong Son",95025,9264,85761,2012
"Thanh Hoa","70291","Dong Son",92439,9285,83154,2013
"Thanh Hoa","70291","Dong Son",89853,9306,80547,2014
"Thanh Hoa","70291","Dong Son",87267,9327,77940,2015
"Thanh Hoa","70291","Dong Son",84681,9348,75333,2016
"Thanh Hoa","70291","Dong Son",82095,9368,72727,2017
"Thanh Hoa","70291","Dong Son",79509,9389,70120,2018
"Thanh Hoa","70291","Dong Son",76923,9410,67513,2019
"Thanh Hoa","70291","Dong Son",74570,9431,65139,2020
"Thanh Hoa","70292","Sam Son",54690.5552651969,18729.8743013756,35960.6809638212,1998
"Thanh Hoa","70292","Sam Son",54585.2254268748,19674.9317966641,34910.2936302107,1999
"Thanh Hoa","70292","Sam Son",54479.8955885527,20667.597315,33812.2982735526,2000
"Thanh Hoa","70292","Sam Son",54374.5657502306,21710.2649471631,32664.3008030675,2001
"Thanh Hoa","70292","Sam Son",54269.2359119085,22805.4489471615,31463.786964747,2002
"Thanh Hoa","70292","Sam Son",54163.9060735864,23955.7897508323,30208.1163227541,2003
"Thanh Hoa","70292","Sam Son",54058.5762352643,25164.060295203,28894.5159400612,2004
"Thanh Hoa","70292","Sam Son",53953.2463969422,26433.1726536086,27520.0737433336,2005
"Thanh Hoa","70292","Sam Son",53848.9347977066,27766.7100479571,26082.2247497496,2006
"Thanh Hoa","70292","Sam Son",53744.6231984711,29167.4141396034,24577.2090588677,2007
"Thanh Hoa","70292","Sam Son",53640.3115992355,30638.6619586889,23001.6496405466,2008
"Thanh Hoa","70292","Sam Son",53536,32184,21352,2009
"Thanh Hoa","70292","Sam Son",59103,38122,20981,2010
"Thanh Hoa","70292","Sam Son",64670,44061,20610,2011
"Thanh Hoa","70292","Sam Son",70238,49999,20239,2012
"Thanh Hoa","70292","Sam Son",75805,55937,19868,2013
"Thanh Hoa","70292","Sam Son",81372,61876,19496,2014
"Thanh Hoa","70292","Sam Son",86939,67814,19125,2015
"Thanh Hoa","70292","Sam Son",92506,73752,18754,2016
"Thanh Hoa","70292","Sam Son",98074,79690,18383,2017
"Thanh Hoa","70292","Sam Son",103641,85629,18012,2018
"Thanh Hoa","70292","Sam Son",109208,91567,17641,2019
"Thanh Hoa","70292","Sam Son",115829,99037,16792,2020
"Nghe An","70293","Que Phong",60900.6274880866,3340.52401396597,57560.1034741206,1998
"Nghe An","70293","Que Phong",61011.8830364594,3333.06179649748,57678.8212399619,1999
"Nghe An","70293","Que Phong",61123.1385848322,3325.60519022063,57797.5333946116,2000
"Nghe An","70293","Que Phong",61234.3941332051,3318.15427224528,57916.2398609598,2001
"Nghe An","70293","Que Phong",61345.6496815779,3310.709118964,58034.9405626139,2002
"Nghe An","70293","Que Phong",61456.9052299508,3303.26980605662,58153.6354238941,2003
"Nghe An","70293","Que Phong",61568.1607783236,3295.83640849478,58272.3243698288,2004
"Nghe An","70293","Que Phong",61679.4163266965,3288.40900054639,58391.0073261501,2005
"Nghe An","70293","Que Phong",61791.8122450223,3281.04820763408,58510.7640373883,2006
"Nghe An","70293","Que Phong",61904.2081633482,3273.69305991062,58630.5151034376,2007
"Nghe An","70293","Que Phong",62016.6040816741,3266.34363254398,58750.2604491301,2008
"Nghe An","70293","Que Phong",62129,3259,58870,2009
"Nghe An","70293","Que Phong",63110,3296,59814,2010
"Nghe An","70293","Que Phong",64091,3334,60757,2011
"Nghe An","70293","Que Phong",65072,3372,61701,2012
"Nghe An","70293","Que Phong",66053,3409,62644,2013
"Nghe An","70293","Que Phong",67034,3446,63588,2014
"Nghe An","70293","Que Phong",68016,3484,64532,2015
"Nghe An","70293","Que Phong",68997,3522,65475,2016
"Nghe An","70293","Que Phong",69978,3559,66419,2017
"Nghe An","70293","Que Phong",70959,3596,67362,2018
"Nghe An","70293","Que Phong",71940,3634,68306,2019
"Nghe An","70293","Que Phong",72963,3673,69290,2020
"Thanh Hoa","70294","Quang Xuong",262471.981632308,1359.78655050028,261112.195081808,1998
"Thanh Hoa","70294","Quang Xuong",261966.480401618,1440.81713312083,260525.663268497,1999
"Thanh Hoa","70294","Quang Xuong",261460.979170928,1526.67069731428,259934.308473614,2000
"Thanh Hoa","70294","Quang Xuong",260955.477940238,1617.63394700802,259337.84399323,2001
"Thanh Hoa","70294","Quang Xuong",260449.976709549,1714.01060622084,258735.966103328,2002
"Thanh Hoa","70294","Quang Xuong",259944.475478859,1816.12242797732,258128.353050881,2003
"Thanh Hoa","70294","Quang Xuong",259438.974248169,1924.31026293395,257514.663985235,2004
"Thanh Hoa","70294","Quang Xuong",258933.473017479,2038.93519124476,256894.537826234,2005
"Thanh Hoa","70294","Quang Xuong",258432.854763109,2160.42054160863,256272.434221501,2006
"Thanh Hoa","70294","Quang Xuong",257932.23650874,2289.13573235525,255643.100776384,2007
"Thanh Hoa","70294","Quang Xuong",257431.61825437,2425.51047831281,255006.107776057,2008
"Thanh Hoa","70294","Quang Xuong",256931,2570,254361,2009
"Thanh Hoa","70294","Quang Xuong",251232,2671,248561,2010
"Thanh Hoa","70294","Quang Xuong",245533,2773,242761,2011
"Thanh Hoa","70294","Quang Xuong",239835,2874,236961,2012
"Thanh Hoa","70294","Quang Xuong",234136,2975,231161,2013
"Thanh Hoa","70294","Quang Xuong",228437,3077,225361,2014
"Thanh Hoa","70294","Quang Xuong",222738,3178,219560,2015
"Thanh Hoa","70294","Quang Xuong",217039,3279,213760,2016
"Thanh Hoa","70294","Quang Xuong",211341,3380,207960,2017
"Thanh Hoa","70294","Quang Xuong",205642,3482,202160,2018
"Thanh Hoa","70294","Quang Xuong",199943,3583,196360,2019
"Thanh Hoa","70294","Quang Xuong",194686,3694,190992,2020
"Thanh Hoa","70295","Nong Cong",186842.375543903,408.17546226109,186434.200081642,1998
"Thanh Hoa","70295","Nong Cong",186482.531127048,496.070542742125,185986.460584306,1999
"Thanh Hoa","70295","Nong Cong",186122.686710193,602.890398428593,185519.796311765,2000
"Thanh Hoa","70295","Nong Cong",185762.842293339,732.709247072082,185030.133046266,2001
"Thanh Hoa","70295","Nong Cong",185402.997876484,890.47831514239,184512.519561341,2002
"Thanh Hoa","70295","Nong Cong",185043.153459629,1082.21459720324,183960.938862426,2003
"Thanh Hoa","70295","Nong Cong",184683.309042774,1315.2302368707,183368.078805903,2004
"Thanh Hoa","70295","Nong Cong",184323.464625919,1598.4112700809,182725.053355838,2005
"Thanh Hoa","70295","Nong Cong",183967.098469439,1942.5930804677,182024.505388972,2006
"Thanh Hoa","70295","Nong Cong",183610.73231296,2360.87782067865,181249.854492281,2007
"Thanh Hoa","70295","Nong Cong",183254.36615648,2869.21802814224,180385.148128338,2008
"Thanh Hoa","70295","Nong Cong",182898,3487,179411,2009
"Thanh Hoa","70295","Nong Cong",182888,4539,178350,2010
"Thanh Hoa","70295","Nong Cong",182879,5591,177288,2011
"Thanh Hoa","70295","Nong Cong",182869,6642,176226,2012
"Thanh Hoa","70295","Nong Cong",182859,7694,175165,2013
"Thanh Hoa","70295","Nong Cong",182849,8746,174103,2014
"Thanh Hoa","70295","Nong Cong",182840,9798,173042,2015
"Thanh Hoa","70295","Nong Cong",182830,10850,171980,2016
"Thanh Hoa","70295","Nong Cong",182820,11901,170919,2017
"Thanh Hoa","70295","Nong Cong",182811,12953,169857,2018
"Thanh Hoa","70295","Nong Cong",182801,14005,168796,2019
"Thanh Hoa","70295","Nong Cong",182791,15389,167402,2020
"Thanh Hoa","70296","Nhu Xuan",65652.0917465601,8842.28130085726,56809.8104457028,1998
"Thanh Hoa","70296","Nhu Xuan",65530.4577022826,8539.43883084063,56991.0188714419,1999
"Thanh Hoa","70296","Nhu Xuan",65408.823658005,8246.94010834089,57161.8835496641,2000
"Thanh Hoa","70296","Nhu Xuan",65287.1896137275,7964.43271102614,57322.7569027013,2001
"Thanh Hoa","70296","Nhu Xuan",65165.5555694499,7691.57619700893,57473.979372441,2002
"Thanh Hoa","70296","Nhu Xuan",65043.9215251724,7428.04169840962,57615.8798267628,2003
"Thanh Hoa","70296","Nhu Xuan",64922.2874808949,7173.5115286823,57748.7759522126,2004
