"areaid","year","population_i","degree_grav1","degree_grav2","degree_rad","flux_grav1","flux_grav2","flux_rad"
"70603",1998,87908.3870684194,107,43,13,66.5243349633539,2.01742841150962,46.4948723048143
"70603",1999,88758.1093665909,110,43,13,68.4692526962786,2.06032727249886,46.8274224003941
"70603",2000,89607.8316647624,112,43,13,70.4390976851867,2.10324140121634,47.1634786648361
"70603",2001,90457.5539629339,113,43,13,72.4338699300781,2.14618477084881,47.5025874824942
"70603",2002,91307.2762611055,114,43,13,74.4535694309531,2.18916916731511,47.8443643738974
"70603",2003,92156.998559277,117,44,13,76.4981961878113,2.23220464162979,48.1884816811369
"70603",2004,93006.7208574485,121,44,13,78.5677502006529,2.27529984118571,48.5346587542702
"70603",2005,93856.4431556201,124,45,13,80.662231469478,2.31846225836938,48.8826540724201
"70603",2006,94747.082366715,126,46,13,83.0873735013838,2.36759512582551,49.2363662984393
"70603",2007,95637.72157781,128,46,13,85.5437186204446,2.41676725525852,49.5929546402841
"70603",2008,96528.360788905,128,47,13,88.0312668266602,2.46599137892731,49.9520400021319
"70603",2009,97419,129,47,13,90.5500181200306,2.5152784264211,50.3133003217692
"70603",2010,98658,131,47,13,93.1414101353938,2.56574949140119,50.7926842899856
"70603",2011,99898,133,47,13,95.7699248239376,2.61628728642557,51.2816443392007
"70603",2012,101137,135,47,13,98.4336643986474,2.66686296156693,51.7778740644228
"70603",2013,102376,135,48,13,101.133551193806,2.71750886376319,52.2816709078313
"70603",2014,103616,135,48,13,103.870620245016,2.76825186310126,52.7924936700021
"70603",2015,104855,139,49,13,106.642846911136,2.819060233314,53.309028767545
"70603",2016,106094,142,49,13,109.451232874855,2.86996177084684,53.831598999308
"70603",2017,107333,143,52,13,112.295801771385,2.92095968890359,54.3593446042824
"70603",2018,108573,145,53,13,115.177587123803,2.97208122368297,54.8928927922916
"70603",2019,109812,146,53,13,118.094482198906,3.02328644984399,55.4304334500013
"70603",2020,111095,147,53,13,121.278171783401,3.07823161943777,55.9908523536456
"70604",1998,150638.69542684,136,20,24,76.7074172689134,1.330007883586,366.677588574672
"70604",1999,151596.247919628,138,20,24,78.2947459555407,1.34697992894061,368.995716402074
"70604",2000,152553.800412416,139,20,24,79.8959674432486,1.36394028978921,371.31731257637
"70604",2001,153511.352905204,141,20,24,81.5110817320371,1.38089344524669,373.642118924195
"70604",2002,154468.905397992,143,21,24,83.1400888219061,1.39784319250538,375.96990643052
"70604",2003,155426.45789078,145,21,24,84.7829887128557,1.4147927876711,378.300471258156
"70604",2004,156384.010383568,146,21,24,86.4397814048859,1.43174504798829,380.63363138507
"70604",2005,157341.562876356,147,21,24,88.1104668979966,1.44870242769093,382.969223753021
"70604",2006,158329.172157267,148,21,24,90.0149384340789,1.46735045604726,385.378732372886
"70604",2007,159316.781438178,150,21,24,91.9362694078187,1.48599049901145,387.791136633021
"70604",2008,160304.390719089,153,21,24,93.8744598192162,1.50462665593019,390.206206182268
"70604",2009,161292,155,21,24,95.8295096682712,1.52326246868619,392.62373822522
"70604",2010,161646,156,21,24,96.9673774490897,1.53026988179188,392.678193996719
"70604",2011,162001,158,22,24,98.1099004713067,1.53719474670545,392.732572223193
"70604",2012,162355,158,22,24,99.255906530872,1.54402857684667,392.782510983665
"70604",2013,162709,159,24,24,100.405942010321,1.55078313762913,392.829964152024
"70604",2014,163063,159,24,24,101.560096500964,1.55746361432934,392.874434693735
"70604",2015,163418,158,24,24,102.718920641081,1.56407967682511,392.917458832787
"70604",2016,163772,159,24,24,103.881150236781,1.57061977821655,392.955198061032
"70604",2017,164126,160,24,24,105.047474273423,1.57709513752523,392.989306103846
"70604",2018,164481,161,26,24,106.218486054093,1.583514985125,393.021662654884
"70604",2019,164835,162,26,25,107.392935031795,1.58986688543095,393.048012058606
"70604",2020,165192,163,25,26,108.695895593217,1.5969035753587,393.097736844808
"70605",1998,327697.42659058,197,31,56,149.912735827336,1.81676918767429,433.711431302931
"70605",1999,329274.879937178,198,31,56,152.740357553064,1.83807580995081,434.949331384257
"70605",2000,330852.333283777,199,31,56,155.58815746054,1.85934185098934,436.207218789391
"70605",2001,332429.786630376,201,31,56,158.456135549763,1.88057370967442,437.484198161444
"70605",2002,334007.239976975,204,32,56,161.344291820734,1.90177684687452,438.779435238965
"70605",2003,335584.693323574,206,33,58,164.252626273452,1.92295597646941,440.092151038271
"70605",2004,337162.146670173,206,34,61,167.181138907918,1.94411520381876,441.421616739664
"70605",2005,338739.600016771,210,34,61,170.12982972413,1.96525812821895,442.767149176775
"70605",2006,340354.700012579,210,34,61,173.498633607063,1.98854445732938,444.061410005659
"70605",2007,341969.800008386,212,34,63,176.891711157097,2.01179306008391,445.375055862411
"70605",2008,343584.900004193,212,35,63,180.309062374233,2.03500981014207,446.707203577045
"70605",2009,345200,216,36,63,183.750687258471,2.05819981513703,448.057032463647
"70605",2010,341478,215,36,62,183.437908969036,2.04593047719325,443.033105560165
"70605",2011,337756,215,36,59,183.088749698378,2.03340748125679,438.017441296789
"70605",2012,334034,214,35,58,182.703257058707,2.02064097143118,433.010314378675
"70605",2013,330312,215,36,57,182.281322453376,2.00763878002668,428.011564525084
"70605",2014,326590,215,35,56,181.823117127339,1.99441040975963,423.02073814937
"70605",2015,322869,215,35,56,181.329062295435,1.98096573393136,418.036151394212
"70605",2016,319147,215,35,56,180.798032922537,1.96730158535905,413.05728611516
"70605",2017,315425,215,35,55,180.230675041464,1.95342849948848,408.085223926471
"70605",2018,311703,215,38,53,179.626910659966,1.93935098722871,403.118746216785
"70605",2019,307981,216,38,52,178.986809123153,1.9250740307317,398.157219625772
"70605",2020,304388,216,38,51,178.583140255143,1.91209775858354,393.40658540522
"70606_70602",1998,151340.273472716,122,35,29,79.9725779318216,1.56371169078585,426.631795527477
"70606_70602",1999,155117.115427119,123,35,30,83.7779886508726,1.62378728774192,436.346555864654
"70606_70602",2000,158893.957381521,130,35,31,87.6715217137767,1.68442826640541,446.058224631835
"70606_70602",2001,162670.799335924,134,35,31,91.6531771205349,1.74563348825522,455.766754131596
"70606_70602",2002,166447.641290326,136,37,31,95.7229548711463,1.80740070103137,465.472139943584
"70606_70602",2003,170224.483244729,141,37,31,99.8808549656118,1.86972686423482,475.174409829198
"70606_70602",2004,174001.325199132,146,37,32,104.126877403931,1.93260837464338,484.873615287711
"70606_70602",2005,177778.167153534,153,37,32,108.461022186103,1.9960412254912,494.569825103999
"70606_70602",2006,182003.875365151,156,37,32,113.577063515761,2.06972787076877,505.353832026749
"70606_70602",2007,186229.583576767,161,38,32,118.810956452029,2.14409522700385,516.135002009601
"70606_70602",2008,190455.291788384,167,38,32,124.162700994908,2.21914033823801,526.913270612467
